forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,point,NA,18021
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.01,17882
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,25,17882
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.05,17882
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.1,17882
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.15,17882
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.2,17883
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.25,17883
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.3,17917
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.35,17950
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.4,17984
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.45,18009
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.5,18029
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.55,18049
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.6,18064
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.65,18065
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.7,18067
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.75,18068
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.8,18118
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.85,18169
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.9,18219
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.95,18236
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,975,18236
2022-03-13,forecast,1 wk ahead inc case,2022-03-19,ES,quantile,0.99,18236
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,point,NA,14690
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.01,14618
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,25,14618
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.05,14618
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.1,14623
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.15,14638
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.2,14653
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.25,14668
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.3,14671
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.35,14673
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.4,14676
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.45,14682
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.5,14689
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.55,14696
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.6,14703
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.65,14709
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.7,14714
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.75,14720
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.8,14730
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.85,14740
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.9,14750
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.95,14753
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,975,14753
2022-03-13,forecast,2 wk ahead inc case,2022-03-26,ES,quantile,0.99,14753
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,point,NA,8875
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.01,8863
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,25,8863
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.05,8863
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.1,8863
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.15,8864
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.2,8865
2022-03-13,forecast,3 wk ahead inc case,2022-04-02,ES,quantile,0.25,8866
